image,channel,param,quality,repeat,seed,psnr,ssim,compression_ratio,time_source_enc,time_channel_enc,time_interleave,time_transmission,time_channel_dec,time_source_dec,actual_error_rate,viterbi_ber,source_bits,encoded_bits
kodim08.png,bsc,0.01,90,1,42,9.952824040604293,0.18412177211083625,3.502913036506494,1.3844073999999864,0.27254449999998087,0.32846540000002733,0.3191960999999992,18.543504199999916,3.4617165000000796,0.009946875296827508,0.010899388885919433,2694096,5388204
kodim09.png,bsc,0.01,90,1,42,11.660633982164764,0.21729458948955416,6.256121426184908,1.1996818000000076,0.14273359999992863,0.1820457000000033,0.17738980000001447,10.211924299999964,3.2138896999999815,0.009960805174457995,0.010881209594874814,1508472,3016956
kodim10.png,bsc,0.01,90,1,42,11.510925324044518,0.19713507590781296,5.769409094910645,1.211776499999928,0.15674650000005386,0.20144270000002962,0.19593190000000504,11.55439279999996,3.2307521999999835,0.009951171875,0.010743840051646728,1635728,3271468
kodim11.png,bsc,0.01,90,1,42,10.889366153194901,0.19435364955902026,4.628357541373385,1.305132800000024,0.20489730000008421,0.2624993000000586,0.2452050000000554,14.242714200000023,3.3627376000000595,0.009947749984312249,0.010929420027150671,2038992,4077996
kodim12.png,bsc,0.01,90,1,42,11.371226222237512,0.18922221371749778,6.031166918892389,1.2339887000000545,0.15896639999994022,0.20222479999995358,0.1860381999999845,10.63632779999989,3.128449499999988,0.009951758322454308,0.010921970223731032,1564736,3129484
kodim01.png,bsc,0.05,10,1,42,8.214286950698298,0.10446009270908137,24.769511811023623,1.0444512999999915,0.037760199999979704,0.04826639999998861,0.04526629999998022,2.4997019999999566,0.6270224999999527,0.04965145029920213,0.05494225721784777,381000,762012
kodim02.png,bsc,0.05,10,1,42,8.14885762178099,0.08841306379766765,26.84434735117422,1.031154000000015,0.03479040000001987,0.04179610000005596,0.04251990000000205,2.2542332000000442,0.602704000000017,0.04972378043241279,0.04725901146914255,351552,703116
kodim03.png,bsc,0.05,10,1,42,8.904221312510256,0.14836809571665935,35.09186101856259,1.0507063000000016,0.02534739999998692,0.03228630000000976,0.03237109999997756,1.7489640000001145,0.5648379000000432,0.049614183830492424,0.05567661232746311,268928,537868
kodim04.png,bsc,0.05,10,1,42,8.573841101888549,0.1329661846067963,31.3344489600765,1.0230415999999423,0.027759399999922607,0.03709079999998721,0.034879599999953825,1.9607047999999168,0.6069006999999829,0.04948466532939189,0.05354012271894175,301176,602364
kodim05.png,bsc,0.05,10,1,42,8.242921812106056,0.10572245136202212,21.25836622154944,1.0608703999999989,0.0415215000000444,0.054870600000072045,0.054232200000001285,3.0303193000000874,0.6764835999999832,0.04981028705561927,0.05408084193833234,443928,887868
kodim06.png,bsc,0.05,10,1,42,8.38068875211159,0.1278883998286503,27.532920994281714,1.0569871999999805,0.03469210000002931,0.044012899999984256,0.04231670000001486,2.2557874999999967,0.6245433000000276,0.049716041201636904,0.05390652351499592,342760,685532
kodim07.png,bsc,0.05,10,1,42,8.582773375759697,0.15682563662767823,31.026222350806133,1.0655100999999831,0.028826499999922817,0.040036400000076355,0.03647399999999834,2.0141516000001047,0.571038499999986,0.049529622395833334,0.05532468898766471,304168,608348
kodim08.png,bsc,0.05,10,1,42,8.189759031842042,0.11333954185228118,21.631025946639774,1.0753087999999025,0.04280579999999645,0.055788699999993696,0.053361599999902865,3.0111115999999356,0.7237135999999964,0.0497944199036215,0.05590675712844962,436280,872572
kodim09.png,bsc,0.05,10,1,42,9.31154485262365,0.14861739934105014,36.037392313802165,1.0474665000000414,0.0252631000000747,0.034230299999990166,0.032902000000035514,1.7268757000000505,0.577580199999943,0.04962158203125,0.05857823669579031,261872,523756
kodim10.png,bsc,0.05,10,1,42,9.249603332144842,0.15954037220036255,35.847935089798526,1.041907100000003,0.025511000000051354,0.03281719999995403,0.03197710000006282,1.7218733000000839,0.5888355000000729,0.04961125300480769,0.05874509982678457,263256,526524
kodim11.png,bsc,0.05,10,1,42,8.705832010100416,0.1416752245249688,31.361939703301964,1.0633646999999655,0.029570599999942715,0.03600300000005063,0.035563599999932194,2.0041601000000355,0.6178807000000006,0.04948466532939189,0.05625232626149838,300912,601836
kodim12.png,bsc,0.05,10,1,42,8.861692772877715,0.12751113310913523,33.030408243265946,1.0513626999999133,0.027920300000005227,0.03595150000001013,0.033900899999935064,1.8482254000000466,0.5959281999998893,0.04952218191964286,0.05150291202329619,285712,571436
kodim01.png,bsc,0.05,50,1,42,7.800148916340492,0.051474142529206846,9.055477511917648,1.155374400000028,0.10368510000000697,0.12597059999995963,0.12579109999990123,7.065278799999987,1.4739237000000003,0.049950693167892156,0.0548614789397324,1042152,2084316
kodim02.png,bsc,0.05,50,1,42,7.914635116976437,0.060450989077331395,12.91703257596496,1.1034929999999576,0.07315559999995003,0.0880230999999867,0.08495190000007824,4.961489899999947,1.4881632999999965,0.04996290153631285,0.052851081303038595,730600,1461212
kodim03.png,bsc,0.05,50,1,42,8.470099487858322,0.09743950300629779,14.934710775190855,1.0775959000000057,0.059748200000058205,0.07720989999995709,0.07468880000010358,4.36352039999997,1.3879477999998926,0.04996613533266129,0.05242793117854837,631896,1263804
kodim04.png,bsc,0.05,50,1,42,8.28223115423311,0.07777121801022074,12.3828058573453,1.0879112999999734,0.07329809999998815,0.09311939999997776,0.09139159999995172,5.263345200000003,1.4989242999999988,0.049924799465240643,0.0534390909568047,762120,1524252
kodim05.png,bsc,0.05,50,1,42,7.7071871192554955,0.06259116096673308,7.707397389156768,1.171601100000089,0.1201211999999714,0.1505786000000171,0.14874870000005558,8.463289400000008,1.724751099999935,0.050081489078177256,0.0543239640911051,1224432,2448876
kodim06.png,bsc,0.05,50,1,42,7.543362076844758,0.050600993857439824,10.281500849784285,1.1326138000000583,0.08784690000004503,0.11635920000003352,0.10773739999990539,6.33983939999996,1.5963868999999704,0.04991916232638889,0.05390464984529568,917880,1835772
kodim07.png,bsc,0.05,50,1,42,8.26877389977756,0.08569370943109748,12.809590513730983,1.1025267999999642,0.07006599999999708,0.09042289999990771,0.08668280000006234,4.968230100000028,1.3021850000000086,0.049973551432291666,0.05267208522005408,736728,1473468
kodim08.png,bsc,0.05,50,1,42,7.149116327188738,0.05331952078020622,8.121389034230166,1.1549298000001045,0.11192100000005212,0.14099699999997028,0.13596949999998742,7.885070599999949,1.7956014000000096,0.050044959699603875,0.055366707515214934,1162016,2324044
kodim09.png,bsc,0.05,50,1,42,9.232793228835554,0.13784649620698106,16.070841791207442,1.0901413999999932,0.05758479999997235,0.07341589999998632,0.07264739999993708,3.901360699999941,1.4008880999999747,0.049918280707465276,0.052613653392913094,587224,1174460
kodim10.png,bsc,0.05,50,1,42,8.819769507488223,0.11113218353414885,14.289756759375909,1.0788185999999769,0.06178669999997055,0.0811797999999726,0.07812350000006063,4.530766100000051,1.5401368999999931,0.04999532817322531,0.05291664647737184,660416,1320844
kodim11.png,bsc,0.05,50,1,42,7.819599938398156,0.05438636805722071,11.16963981365754,1.1341979000000038,0.08312499999999545,0.10785969999994904,0.10292949999995926,5.881705800000077,1.4748481999999967,0.04988960597826087,0.0533615971669886,844896,1689804
kodim12.png,bsc,0.05,50,1,42,8.09423192040663,0.08484808743128729,14.582999554962171,1.080242300000009,0.06348869999999351,0.07923640000001342,0.0777067999999872,4.47736539999994,1.4399270000000115,0.049994746340981014,0.053314913712109974,647136,1294284
kodim01.png,bsc,0.05,90,1,42,9.323108787247998,0.06064398329590137,3.7219915441408467,1.382234799999992,0.25279729999999745,0.312653399999931,0.31008730000007745,18.029171799999972,3.416783599999917,0.04995274697580645,0.054749321638164955,2535520,5071052
kodim02.png,bsc,0.05,90,1,42,9.098943838517666,0.047833465430420725,4.933969642849674,1.2651945999999725,0.18545110000002296,0.2351629000000912,0.22410519999993994,12.785267299999987,3.307591299999899,0.050038895208779445,0.054589438154312026,1912696,3825404
kodim03.png,bsc,0.05,90,1,42,9.772766295807386,0.07794078682036705,6.588850349369125,1.2069899000000532,0.13763860000005934,0.1733404999999948,0.16852399999993395,9.809428499999967,3.0832465999999386,0.05001708984375,0.054271603076459056,1432296,2864604
kodim04.png,bsc,0.05,90,1,42,9.538606228831052,0.06726424129187929,5.0770958953634,1.2459404999999606,0.17622949999997672,0.23149019999993925,0.22068819999992684,13.084571199999914,3.126709699999992,0.05003403987128304,0.054640257890138454,1858776,3717564
kodim05.png,bsc,0.05,90,1,42,8.869938632550895,0.0657911382379458,3.4750414625452555,1.393988699999909,0.2668089000000009,0.339168299999983,0.32269179999991593,18.86342259999992,3.4138617000000977,0.049958929958113706,0.0546591233801622,2715704,5431420
kodim06.png,bsc,0.05,90,1,42,9.337482679643577,0.07292874176923807,4.41136677249627,1.2806154999999535,0.20419049999986782,0.267136500000106,0.24922289999994973,14.815795799999705,3.30919740000013,0.05001685177163002,0.05465977465399703,2139288,4278588
kodim07.png,bsc,0.05,90,1,42,9.714727670861063,0.08351399036701342,5.837905249249012,1.2070966999999655,0.1595343999999841,0.19641249999995125,0.1927851999998893,10.890786700000035,3.1104358000000047,0.04997651305379747,0.054213453953391694,1616536,3233084
kodim08.png,bsc,0.05,90,1,42,8.457389833780537,0.07028451338427749,3.502913036506494,1.3770672999999078,0.26003350000019054,0.3275955999999951,0.3162431999999171,18.871535799999947,3.369642300000123,0.049952915736607144,0.05499618424881667,2694096,5388204
kodim09.png,bsc,0.05,90,1,42,9.308680297239285,0.06557940902569273,6.256121426184908,1.1924114000000827,0.14521990000002916,0.18532520000007935,0.17925019999984215,10.30856300000005,3.217181900000014,0.04998928163109756,0.05417203633875869,1508472,3016956
kodim10.png,bsc,0.05,90,1,42,9.650627095330545,0.07264610602750028,5.769409094910645,1.2553327000000536,0.1624800999998115,0.21031510000011622,0.1996998000001895,11.568569399999888,3.257809999999836,0.05000091552734375,0.05425535296821966,1635728,3271468
kodim11.png,bsc,0.05,90,1,42,9.185463171117087,0.07354985301461602,4.628357541373385,1.2789295000000038,0.19923769999991237,0.2505215000001044,0.2400284999998803,14.23452989999987,3.269436899999846,0.05002210992407129,0.05475548702496135,2038992,4077996
kodim12.png,bsc,0.05,90,1,42,9.132067310773957,0.06953785113178716,6.031166918892389,1.2066042999999809,0.1572928000000502,0.19498590000011973,0.1913353999998435,10.503726599999936,3.18501839999999,0.04998221534350522,0.05464691807435887,1564736,3129484
kodim01.png,bsc,0.1,10,1,42,6.964814875313077,0.05211262947863695,24.769511811023623,1.0706585999998879,0.036570999999867126,0.04998640000007981,0.04659850000007282,2.662572599999976,0.6576238000000103,0.09973923703457446,0.10938057742782152,381000,762012
kodim02.png,bsc,0.1,10,1,42,7.196372682888396,0.0403557231923005,26.84434735117422,1.0458634000001439,0.03486739999993915,0.04474979999986317,0.0445284999998421,2.3271066000002065,0.6058514000001196,0.09990177598110465,0.09494470234844347,351552,703116
kodim03.png,bsc,0.1,10,1,42,7.177129648211189,0.06735027288565633,35.09186101856259,1.0433639000000312,0.026027699999985998,0.034209600000167484,0.03386980000004769,1.7810981999998603,0.575302899999997,0.09983686967329546,0.11150196335078534,268928,537868
